x,y,type,temp,stress
0,0.000002,creep,900,28
0.01,0.000002,,,
0.01,0.000003,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000001,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000002,,,
0.01,0.000001,,,
0.01,0.000001,,,
0.01,0,,,
0.01,0.000001,,,
0.01,0.000003,,,
0.01,0.000004,,,
0.01,0.000008,,,
0.01,0.000034,,,
0.01,0.000036,,,
0.01,0.000047,,,
0.01,0.000047,,,
0.01,0.000046,,,
0.01,0.000053,,,
0.01,0.000056,,,
0.01,0.000059,,,
0.02,0.000061,,,
0.02,0.000062,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000063,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000065,,,
0.02,0.000066,,,
0.02,0.000063,,,
0.02,0.000064,,,
0.02,0.000063,,,
0.02,0.000064,,,
0.02,0.000064,,,
0.02,0.000063,,,
0.02,0.000063,,,
0.02,0.000064,,,
0.02,0.000065,,,
0.02,0.000068,,,
0.02,0.000071,,,
0.02,0.000074,,,
0.02,0.000074,,,
0.02,0.000074,,,
0.03,0.000074,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000073,,,
0.03,0.000072,,,
0.03,0.000072,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.000071,,,
0.03,0.00007,,,
0.03,0.00007,,,
0.03,0.000069,,,
0.03,0.000069,,,
0.03,0.000069,,,
0.03,0.000068,,,
0.03,0.000068,,,
0.03,0.000068,,,
0.03,0.000068,,,
0.03,0.000068,,,
0.03,0.000067,,,
0.03,0.000067,,,
0.04,0.000068,,,
0.04,0.000069,,,
0.04,0.000071,,,
0.04,0.00007,,,
0.04,0.000071,,,
0.04,0.000071,,,
0.04,0.000072,,,
0.04,0.000071,,,
0.04,0.000072,,,
0.04,0.000072,,,
0.04,0.000081,,,
0.04,0.000082,,,
0.04,0.000083,,,
0.04,0.000082,,,
0.04,0.000082,,,
0.04,0.000082,,,
0.04,0.000082,,,
0.04,0.000083,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.04,0.000084,,,
0.05,0.000084,,,
0.05,0.000084,,,
0.05,0.000083,,,
0.05,0.000083,,,
0.05,0.000082,,,
0.05,0.000082,,,
0.05,0.000083,,,
0.05,0.000083,,,
0.05,0.000084,,,
0.05,0.000084,,,
0.05,0.000084,,,
0.05,0.000083,,,
0.05,0.000083,,,
0.05,0.000082,,,
0.05,0.000082,,,
0.06,0.000082,,,
0.06,0.000082,,,
0.06,0.000082,,,
0.06,0.000081,,,
0.06,0.000082,,,
0.06,0.000082,,,
0.06,0.000081,,,
0.06,0.000082,,,
0.06,0.000082,,,
0.06,0.000082,,,
0.06,0.000083,,,
0.06,0.000083,,,
0.06,0.000083,,,
0.06,0.000083,,,
0.06,0.000082,,,
0.07,0.000083,,,
0.07,0.000084,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.07,0.000083,,,
0.08,0.000086,,,
0.08,0.000086,,,
0.08,0.000087,,,
0.08,0.000087,,,
0.08,0.000087,,,
0.08,0.000088,,,
0.08,0.000087,,,
0.09,0.000087,,,
0.09,0.000088,,,
0.09,0.000089,,,
0.09,0.000089,,,
0.09,0.000088,,,
0.09,0.000088,,,
0.1,0.000088,,,
0.1,0.000089,,,
0.1,0.000089,,,
0.1,0.000089,,,
0.1,0.00009,,,
0.1,0.000089,,,
0.1,0.00009,,,
0.11,0.000091,,,
0.11,0.000091,,,
0.11,0.00009,,,
0.11,0.00009,,,
0.11,0.00009,,,
0.11,0.000089,,,
0.12,0.00009,,,
0.12,0.000092,,,
0.12,0.000094,,,
0.12,0.000093,,,
0.12,0.000092,,,
0.12,0.000093,,,
0.12,0.000092,,,
0.13,0.000093,,,
0.13,0.000092,,,
0.13,0.000092,,,
0.13,0.000092,,,
0.13,0.000093,,,
0.13,0.000089,,,
0.13,0.000091,,,
0.14,0.00009,,,
0.14,0.000091,,,
0.14,0.000093,,,
0.14,0.000094,,,
0.14,0.000094,,,
0.14,0.000093,,,
0.15,0.000093,,,
0.15,0.000094,,,
0.15,0.000092,,,
0.15,0.000092,,,
0.15,0.000092,,,
0.15,0.000091,,,
0.15,0.000092,,,
0.16,0.000091,,,
0.16,0.000092,,,
0.16,0.000092,,,
0.16,0.000092,,,
0.16,0.000093,,,
0.16,0.000093,,,
0.16,0.000092,,,
0.17,0.000091,,,
0.17,0.00009,,,
0.17,0.00009,,,
0.17,0.000091,,,
0.17,0.00009,,,
0.17,0.000091,,,
0.18,0.000092,,,
0.18,0.000091,,,
0.18,0.000091,,,
0.18,0.000093,,,
0.19,0.000093,,,
0.19,0.000095,,,
0.2,0.000095,,,
0.2,0.000095,,,
0.2,0.000096,,,
0.21,0.000096,,,
0.21,0.000098,,,
0.22,0.000098,,,
0.22,0.000098,,,
0.23,0.000099,,,
0.23,0.000099,,,
0.23,0.000101,,,
0.24,0.000115,,,
0.24,0.00013,,,
0.25,0.00013,,,
0.25,0.000131,,,
0.26,0.000129,,,
0.26,0.000129,,,
0.26,0.00013,,,
0.26,0.000129,,,
0.27,0.000129,,,
0.27,0.000129,,,
0.27,0.000129,,,
0.28,0.000129,,,
0.28,0.000129,,,
0.29,0.000131,,,
0.29,0.000131,,,
0.29,0.00013,,,
0.3,0.000129,,,
0.3,0.00013,,,
0.31,0.000129,,,
0.31,0.00013,,,
0.32,0.00013,,,
0.32,0.000129,,,
0.32,0.000129,,,
0.33,0.00013,,,
0.33,0.000128,,,
0.34,0.00013,,,
0.34,0.000128,,,
0.35,0.000129,,,
0.35,0.000128,,,
0.35,0.000128,,,
0.36,0.000128,,,
0.37,0.000128,,,
0.38,0.000129,,,
0.38,0.000128,,,
0.39,0.000127,,,
0.4,0.000127,,,
0.41,0.000128,,,
0.42,0.000128,,,
0.43,0.000128,,,
0.43,0.000126,,,
0.44,0.000127,,,
0.45,0.000127,,,
0.46,0.000125,,,
0.47,0.000124,,,
0.48,0.000124,,,
0.48,0.000123,,,
0.49,0.000124,,,
0.5,0.000124,,,
0.51,0.000124,,,
0.52,0.000123,,,
0.53,0.000123,,,
0.53,0.000122,,,
0.54,0.000122,,,
0.55,0.000121,,,
0.56,0.00012,,,
0.57,0.00012,,,
0.58,0.000119,,,
0.59,0.00012,,,
0.59,0.000119,,,
0.6,0.000119,,,
0.61,0.000117,,,
0.62,0.000117,,,
0.63,0.000116,,,
0.64,0.000116,,,
0.64,0.000117,,,
0.65,0.000118,,,
0.66,0.00012,,,
0.67,0.000118,,,
0.68,0.00012,,,
0.69,0.000121,,,
0.69,0.00012,,,
0.7,0.000121,,,
0.71,0.000119,,,
0.72,0.000122,,,
0.73,0.000123,,,
0.74,0.000123,,,
0.74,0.000122,,,
0.75,0.000121,,,
0.76,0.000123,,,
0.77,0.000123,,,
0.78,0.000123,,,
0.79,0.000124,,,
0.79,0.000124,,,
0.8,0.000122,,,
0.81,0.000121,,,
0.82,0.000122,,,
0.83,0.000125,,,
0.84,0.000127,,,
0.85,0.000127,,,
0.85,0.000126,,,
0.86,0.000127,,,
0.87,0.000132,,,
0.88,0.000134,,,
0.89,0.000136,,,
0.9,0.000136,,,
0.9,0.000136,,,
0.91,0.000138,,,
0.92,0.000139,,,
0.93,0.000142,,,
0.94,0.000142,,,
0.95,0.000142,,,
0.95,0.000143,,,
0.96,0.000143,,,
0.97,0.000142,,,
0.98,0.000143,,,
0.99,0.000148,,,
1,0.00015,,,
1,0.00015,,,
1.01,0.000152,,,
1.02,0.000152,,,
1.03,0.000152,,,
1.04,0.000151,,,
1.05,0.000151,,,
1.05,0.000152,,,
1.06,0.000153,,,
1.07,0.000153,,,
1.08,0.000152,,,
1.09,0.000151,,,
